Source Name	Sample Name	Description	Comment [PMI ORIG REF#]	Comment [PMI REF#]	Comment [PMI SOURCE REF#]	Comment [comment]	Material Type	Term Source Ref	Term Accession Number	Characteristics [sex (EFO:0000695)]	Term Source Ref	Term Accession Number	Comment [Stage tested (and origin)]	Characteristics [developmental stage (EFO:0000399)]	Term Source Ref	Term Accession Number	Characteristics [age (EFO:0000246)]	Unit	Term Source Ref	Term Accession Number
PresidentsMalariaInitiative	PMI56		G8384	PMI SOURCE REF#	PMI56		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI57			PMI SOURCE REF#	PMI57		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI58			PMI SOURCE REF#	PMI58		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI59		G8385	PMI SOURCE REF#	PMI59		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI60		G8386	PMI SOURCE REF#	PMI60		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI61		G8387	PMI SOURCE REF#	PMI61		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI62		G8388	PMI SOURCE REF#	PMI62		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI63		G8389	PMI SOURCE REF#	PMI63		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI64		G8390	PMI SOURCE REF#	PMI64		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI65		G8391	PMI SOURCE REF#	PMI65		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI66		G8393	PMI SOURCE REF#	PMI66		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI67		G8394	PMI SOURCE REF#	PMI67		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI68		G8395	PMI SOURCE REF#	PMI68		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI69		G8397	PMI SOURCE REF#	PMI69		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI70		G8401	PMI SOURCE REF#	PMI70		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI71		G8399	PMI SOURCE REF#	PMI71		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI72		G8402	PMI SOURCE REF#	PMI72		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI73		G8400	PMI SOURCE REF#	PMI73		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI74		G8403	PMI SOURCE REF#	PMI74		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI75		G8404	PMI SOURCE REF#	PMI75		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI76		G8405	PMI SOURCE REF#	PMI76		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI77		G8406	PMI SOURCE REF#	PMI77		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI78		G8394	PMI SOURCE REF#	PMI78		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI79		G8408	PMI SOURCE REF#	PMI79		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI80		G8409	PMI SOURCE REF#	PMI80		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI81		G8410	PMI SOURCE REF#	PMI81		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI82		G8411	PMI SOURCE REF#	PMI82		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI83		G8412	PMI SOURCE REF#	PMI83		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI84			PMI SOURCE REF#	PMI84		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI85			PMI SOURCE REF#	PMI85		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI86			PMI SOURCE REF#	PMI86		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI87			PMI SOURCE REF#	PMI87		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI88		G8413	PMI SOURCE REF#	PMI88		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI89		G8414	PMI SOURCE REF#	PMI89		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI90		G8415	PMI SOURCE REF#	PMI90		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI91		G8416	PMI SOURCE REF#	PMI91		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI92		G8417	PMI SOURCE REF#	PMI92		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI93		G8418	PMI SOURCE REF#	PMI93		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI94		G8419	PMI SOURCE REF#	PMI94		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI95		G8420	PMI SOURCE REF#	PMI95		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI96		G8421	PMI SOURCE REF#	PMI96		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI97		G8430	PMI SOURCE REF#	PMI97		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI98		G8422	PMI SOURCE REF#	PMI98		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI99		G8423	PMI SOURCE REF#	PMI99		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI100		G8424	PMI SOURCE REF#	PMI100		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI101		G8425	PMI SOURCE REF#	PMI101		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI102		G8426	PMI SOURCE REF#	PMI102		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI103		G8427	PMI SOURCE REF#	PMI103		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI104		G8428	PMI SOURCE REF#	PMI104		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI105		G8429	PMI SOURCE REF#	PMI105		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI106		G8431	PMI SOURCE REF#	PMI106		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI107		G8432	PMI SOURCE REF#	PMI107		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI108		G8441	PMI SOURCE REF#	PMI108		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI110		G8434	PMI SOURCE REF#	PMI110		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI111		G8435	PMI SOURCE REF#	PMI111		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI112		G8436	PMI SOURCE REF#	PMI112		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI113		G8437	PMI SOURCE REF#	PMI113		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI114		G8438	PMI SOURCE REF#	PMI114		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI115		G8439	PMI SOURCE REF#	PMI115		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI116		G8440	PMI SOURCE REF#	PMI116		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI117		G8443	PMI SOURCE REF#	PMI117		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI118		G8444	PMI SOURCE REF#	PMI118		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI119		G8445	PMI SOURCE REF#	PMI119		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI120		G8446	PMI SOURCE REF#	PMI120		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI121		G8447	PMI SOURCE REF#	PMI121		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI122		G8448	PMI SOURCE REF#	PMI122		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI123		G8449	PMI SOURCE REF#	PMI123		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI124		G8450	PMI SOURCE REF#	PMI124		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI125		G8451	PMI SOURCE REF#	PMI125		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI126		G8452	PMI SOURCE REF#	PMI126		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI127		G8453	PMI SOURCE REF#	PMI127		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI128		G8454	PMI SOURCE REF#	PMI128		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI129		G8463	PMI SOURCE REF#	PMI129		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI130		G8464	PMI SOURCE REF#	PMI130		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI131		G8455	PMI SOURCE REF#	PMI131		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI132		G8456	PMI SOURCE REF#	PMI132		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI133		G8457	PMI SOURCE REF#	PMI133		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI135		G8459	PMI SOURCE REF#	PMI135		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI136		G8460	PMI SOURCE REF#	PMI136		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI137		G8461	PMI SOURCE REF#	PMI137		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI138		G8462	PMI SOURCE REF#	PMI138		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI139		G8465	PMI SOURCE REF#	PMI139		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI140		G8466	PMI SOURCE REF#	PMI140		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI141		G8467	PMI SOURCE REF#	PMI141		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI142		G8468	PMI SOURCE REF#	PMI142		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI143		G8469	PMI SOURCE REF#	PMI143		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI144		G8407	PMI SOURCE REF#	PMI144		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI145		G8478	PMI SOURCE REF#	PMI145		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI147		G8470	PMI SOURCE REF#	PMI147		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI148		G8471	PMI SOURCE REF#	PMI148		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI149		G8472	PMI SOURCE REF#	PMI149		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI150		G8473	PMI SOURCE REF#	PMI150		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI151		G8474	PMI SOURCE REF#	PMI151		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI152		G8475	PMI SOURCE REF#	PMI152		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI153		G8476	PMI SOURCE REF#	PMI153		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI154		G8477	PMI SOURCE REF#	PMI154		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI155		G8480	PMI SOURCE REF#	PMI155		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI156		G8481	PMI SOURCE REF#	PMI156		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI157		G8482	PMI SOURCE REF#	PMI157		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI158		G8483	PMI SOURCE REF#	PMI158		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI159		G8484	PMI SOURCE REF#	PMI159		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI160		G8485	PMI SOURCE REF#	PMI160		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI161		G8486	PMI SOURCE REF#	PMI161		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI162		G8487	PMI SOURCE REF#	PMI162		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
