Sample Name	Assay Name	Description	Protocol REF	Protocol REF	Characteristics [species assay result (VBcv:0000961)]	Term Source REF	Term Accession Number	Comment [ASSI]
MAP.2412	MAP.2412.spid				Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.2417	MAP.2417.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2419	MAP.2419.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2421	MAP.2421.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2422	MAP.2422.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2423	MAP.2423.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2427	MAP.2427.spid				Anopheles nili species complex	MIRO	40003551	
MAP.2428	MAP.2428.spid				Anopheles nili species complex	MIRO	40003551	
MAP.2429	MAP.2429.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2430	MAP.2430.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2431	MAP.2431.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2435	MAP.2435.spid				Anopheles nili species complex	MIRO	40003551	
MAP.2436	MAP.2436.spid				Anopheles nili species complex	MIRO	40003551	
MAP.2437	MAP.2437.spid		morphology	chromosomal banding sequences	Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2442	MAP.2442.spid		morphology	chromosomal banding sequences	Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.2447	MAP.2447.spid			polymerase chain reaction method	Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2452	MAP.2452.spid			polymerase chain reaction method	Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2453	MAP.2453.spid			polymerase chain reaction method	Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2462	MAP.2462.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2467	MAP.2467.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2468	MAP.2468.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2471	MAP.2471.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2473	MAP.2473.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2477	MAP.2477.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2480	MAP.2480.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2491	MAP.2491.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2501	MAP.2501.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2503	MAP.2503.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2507	MAP.2507.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2515	MAP.2515.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2521	MAP.2521.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2526	MAP.2526.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2527	MAP.2527.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2528	MAP.2528.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2529	MAP.2529.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2530	MAP.2530.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2536	MAP.2536.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2537	MAP.2537.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2538	MAP.2538.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2539	MAP.2539.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2540	MAP.2540.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2541	MAP.2541.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2542	MAP.2542.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2543	MAP.2543.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2544	MAP.2544.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2545	MAP.2545.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2546	MAP.2546.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2547	MAP.2547.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2548	MAP.2548.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2549	MAP.2549.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2550	MAP.2550.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2551	MAP.2551.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2552	MAP.2552.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2553	MAP.2553.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2554	MAP.2554.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2555	MAP.2555.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2556	MAP.2556.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2557	MAP.2557.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2558	MAP.2558.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2559	MAP.2559.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2560	MAP.2560.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2569	MAP.2569.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2573	MAP.2573.spid			chromosomal banding sequences	Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2574	MAP.2574.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2580	MAP.2580.spid			chromosomal banding sequences	Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.2581	MAP.2581.spid			chromosomal banding sequences	Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2587	MAP.2587.spid			chromosomal banding sequences	Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.2589	MAP.2589.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2590	MAP.2590.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2591	MAP.2591.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2592	MAP.2592.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2593	MAP.2593.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2594	MAP.2594.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2595	MAP.2595.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2596	MAP.2596.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2597	MAP.2597.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2598	MAP.2598.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2599	MAP.2599.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2600	MAP.2600.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2601	MAP.2601.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2602	MAP.2602.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2603	MAP.2603.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2604	MAP.2604.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2605	MAP.2605.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2606	MAP.2606.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2607	MAP.2607.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2608	MAP.2608.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2609	MAP.2609.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2610	MAP.2610.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2611	MAP.2611.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2612	MAP.2612.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2613	MAP.2613.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2614	MAP.2614.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2615	MAP.2615.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2616	MAP.2616.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2617	MAP.2617.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2618	MAP.2618.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2619	MAP.2619.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2620	MAP.2620.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2621	MAP.2621.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2622	MAP.2622.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2623	MAP.2623.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2624	MAP.2624.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2625	MAP.2625.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2626	MAP.2626.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2627	MAP.2627.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2628	MAP.2628.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2629	MAP.2629.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2630	MAP.2630.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2631	MAP.2631.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2632	MAP.2632.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2633	MAP.2633.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2634	MAP.2634.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2635	MAP.2635.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2636	MAP.2636.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2650	MAP.2650.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2651	MAP.2651.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2652	MAP.2652.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2653	MAP.2653.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2654	MAP.2654.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2655	MAP.2655.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2656	MAP.2656.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2657	MAP.2657.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2658	MAP.2658.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2659	MAP.2659.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2660	MAP.2660.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2661	MAP.2661.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2662	MAP.2662.spid				Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2664	MAP.2664.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2665	MAP.2665.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2666	MAP.2666.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2667	MAP.2667.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2668	MAP.2668.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2669	MAP.2669.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2670	MAP.2670.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2671	MAP.2671.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2672	MAP.2672.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2673	MAP.2673.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2676	MAP.2676.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2677	MAP.2677.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2678	MAP.2678.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2679	MAP.2679.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2680	MAP.2680.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2681	MAP.2681.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2682	MAP.2682.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2683	MAP.2683.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2684	MAP.2684.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2685	MAP.2685.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2686	MAP.2686.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2687	MAP.2687.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2688	MAP.2688.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2689	MAP.2689.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2690	MAP.2690.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2691	MAP.2691.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2692	MAP.2692.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2693	MAP.2693.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2694	MAP.2694.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2695	MAP.2695.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2696	MAP.2696.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2697	MAP.2697.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2698	MAP.2698.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2699	MAP.2699.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2700	MAP.2700.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2701	MAP.2701.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2702	MAP.2702.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2703	MAP.2703.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2704	MAP.2704.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2705	MAP.2705.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2706	MAP.2706.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2707	MAP.2707.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2708	MAP.2708.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2709	MAP.2709.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2710	MAP.2710.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2711	MAP.2711.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2712	MAP.2712.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2713	MAP.2713.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2714	MAP.2714.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2715	MAP.2715.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2716	MAP.2716.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2717	MAP.2717.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2718	MAP.2718.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2719	MAP.2719.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2720	MAP.2720.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2721	MAP.2721.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2722	MAP.2722.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2723	MAP.2723.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2724	MAP.2724.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2725	MAP.2725.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2726	MAP.2726.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2727	MAP.2727.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2734	MAP.2734.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2740	MAP.2740.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2747	MAP.2747.spid		polymerase chain reaction method	chromosomal banding sequences	Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2748	MAP.2748.spid		polymerase chain reaction method	chromosomal banding sequences	Anopheles melas Theobald, 1903	MIRO	40003532	
MAP.2749	MAP.2749.spid		polymerase chain reaction method	chromosomal banding sequences	Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.2750	MAP.2750.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2751	MAP.2751.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2752	MAP.2752.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2753	MAP.2753.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2754	MAP.2754.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2755	MAP.2755.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2756	MAP.2756.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2757	MAP.2757.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2758	MAP.2758.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2759	MAP.2759.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2760	MAP.2760.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2761	MAP.2761.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2776	MAP.2776.spid			polymerase chain reaction method	Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.2807	MAP.2807.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2808	MAP.2808.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2809	MAP.2809.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2810	MAP.2810.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2811	MAP.2811.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2812	MAP.2812.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2813	MAP.2813.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2814	MAP.2814.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2815	MAP.2815.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2816	MAP.2816.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2817	MAP.2817.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2818	MAP.2818.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2819	MAP.2819.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2820	MAP.2820.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2821	MAP.2821.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2822	MAP.2822.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2823	MAP.2823.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2824	MAP.2824.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2825	MAP.2825.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2826	MAP.2826.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2827	MAP.2827.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2828	MAP.2828.spid		morphology		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2830	MAP.2830.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2834	MAP.2834.spid		morphology	chromosomal banding sequences	Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2836	MAP.2836.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2837	MAP.2837.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2839	MAP.2839.spid		morphology	chromosomal banding sequences	Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2840	MAP.2840.spid		morphology	chromosomal banding sequences	Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.2842	MAP.2842.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.2843	MAP.2843.spid		morphology		Anopheles melas Theobald, 1903	MIRO	40003532	
MAP.2844	MAP.2844.spid		morphology		Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.2857	MAP.2857.spid		morphology		Anopheles melas Theobald, 1903	MIRO	40003532	
MAP.2858	MAP.2858.spid		morphology		Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.2871	MAP.2871.spid		morphology		Anopheles melas Theobald, 1903	MIRO	40003532	
MAP.2872	MAP.2872.spid		morphology		Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.2885	MAP.2885.spid		morphology		Anopheles melas Theobald, 1903	MIRO	40003532	
MAP.2886	MAP.2886.spid		morphology		Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.2899	MAP.2899.spid		morphology		Anopheles melas Theobald, 1903	MIRO	40003532	
MAP.2900	MAP.2900.spid		morphology		Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.2911	MAP.2911.spid		morphology		Anopheles melas Theobald, 1903	MIRO	40003532	
MAP.2912	MAP.2912.spid		morphology		Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.2925	MAP.2925.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
