id,latitude,longitude,country id,species,year start,year end,month start,month end,id method1,id method2,sample method1,sample method2,sample method3,sample method4,ASSI,citation
4005,37.75,39.6666,TUR,"Anopheles (Anopheles) sacharovi Favre, 1903",2001,2001,4,4,unknown,,light trap,human baited net trap,animal baited net trap,,,"Alten, B., Caglar, S.S., Simsek, F.M. and Kaynas, S. (2003).  <b>Effect of insecticide-treated bednets for malaria control in Southeast Anatolia-Turkey.</b> <i>Journal of Vector Ecology</i>, <b>28</b>(1):97-107"
4006,37.75,39.6666,TUR,"Anopheles (Anopheles) sacharovi Favre, 1903",2001,2001,5,5,unknown,,light trap,human baited net trap,animal baited net trap,,,"Alten, B., Caglar, S.S., Simsek, F.M. and Kaynas, S. (2003).  <b>Effect of insecticide-treated bednets for malaria control in Southeast Anatolia-Turkey.</b> <i>Journal of Vector Ecology</i>, <b>28</b>(1):97-107"
4007,37.051,39.282,TUR,"Anopheles (Anopheles) sacharovi Favre, 1903",2000,2000,6,6,unknown,,light trap,human baited net trap,animal baited net trap,,,"Alten, B., Caglar, S.S., Simsek, F.M. and Kaynas, S. (2003).  <b>Effect of insecticide-treated bednets for malaria control in Southeast Anatolia-Turkey.</b> <i>Journal of Vector Ecology</i>, <b>28</b>(1):97-107"
4008,37.051,39.282,TUR,"Anopheles (Anopheles) sacharovi Favre, 1903",2000,2000,7,7,unknown,,light trap,human baited net trap,animal baited net trap,,,"Alten, B., Caglar, S.S., Simsek, F.M. and Kaynas, S. (2003).  <b>Effect of insecticide-treated bednets for malaria control in Southeast Anatolia-Turkey.</b> <i>Journal of Vector Ecology</i>, <b>28</b>(1):97-107"
4009,37.051,39.282,TUR,"Anopheles (Anopheles) sacharovi Favre, 1903",2000,2000,8,8,unknown,,light trap,human baited net trap,animal baited net trap,,,"Alten, B., Caglar, S.S., Simsek, F.M. and Kaynas, S. (2003).  <b>Effect of insecticide-treated bednets for malaria control in Southeast Anatolia-Turkey.</b> <i>Journal of Vector Ecology</i>, <b>28</b>(1):97-107"
4010,37.051,39.282,TUR,"Anopheles (Anopheles) sacharovi Favre, 1903",2000,2000,9,9,unknown,,light trap,human baited net trap,animal baited net trap,,,"Alten, B., Caglar, S.S., Simsek, F.M. and Kaynas, S. (2003).  <b>Effect of insecticide-treated bednets for malaria control in Southeast Anatolia-Turkey.</b> <i>Journal of Vector Ecology</i>, <b>28</b>(1):97-107"
4011,37.051,39.282,TUR,"Anopheles (Anopheles) sacharovi Favre, 1903",2000,2000,10,10,unknown,,light trap,human baited net trap,animal baited net trap,,,"Alten, B., Caglar, S.S., Simsek, F.M. and Kaynas, S. (2003).  <b>Effect of insecticide-treated bednets for malaria control in Southeast Anatolia-Turkey.</b> <i>Journal of Vector Ecology</i>, <b>28</b>(1):97-107"
4012,37.051,39.282,TUR,"Anopheles (Anopheles) sacharovi Favre, 1903",2000,2000,11,11,unknown,,light trap,human baited net trap,animal baited net trap,,,"Alten, B., Caglar, S.S., Simsek, F.M. and Kaynas, S. (2003).  <b>Effect of insecticide-treated bednets for malaria control in Southeast Anatolia-Turkey.</b> <i>Journal of Vector Ecology</i>, <b>28</b>(1):97-107"
4013,37.051,39.282,TUR,"Anopheles (Anopheles) sacharovi Favre, 1903",2000,2000,12,12,unknown,,light trap,human baited net trap,animal baited net trap,,,"Alten, B., Caglar, S.S., Simsek, F.M. and Kaynas, S. (2003).  <b>Effect of insecticide-treated bednets for malaria control in Southeast Anatolia-Turkey.</b> <i>Journal of Vector Ecology</i>, <b>28</b>(1):97-107"
4014,37.051,39.282,TUR,"Anopheles (Anopheles) sacharovi Favre, 1903",2001,2001,1,1,unknown,,light trap,human baited net trap,animal baited net trap,,,"Alten, B., Caglar, S.S., Simsek, F.M. and Kaynas, S. (2003).  <b>Effect of insecticide-treated bednets for malaria control in Southeast Anatolia-Turkey.</b> <i>Journal of Vector Ecology</i>, <b>28</b>(1):97-107"
4015,37.051,39.282,TUR,"Anopheles (Anopheles) sacharovi Favre, 1903",2001,2001,2,2,unknown,,light trap,human baited net trap,animal baited net trap,,,"Alten, B., Caglar, S.S., Simsek, F.M. and Kaynas, S. (2003).  <b>Effect of insecticide-treated bednets for malaria control in Southeast Anatolia-Turkey.</b> <i>Journal of Vector Ecology</i>, <b>28</b>(1):97-107"
4016,37.051,39.282,TUR,"Anopheles (Anopheles) sacharovi Favre, 1903",2001,2001,3,3,unknown,,light trap,human baited net trap,animal baited net trap,,,"Alten, B., Caglar, S.S., Simsek, F.M. and Kaynas, S. (2003).  <b>Effect of insecticide-treated bednets for malaria control in Southeast Anatolia-Turkey.</b> <i>Journal of Vector Ecology</i>, <b>28</b>(1):97-107"
4017,37.051,39.282,TUR,"Anopheles (Anopheles) sacharovi Favre, 1903",2001,2001,4,4,unknown,,light trap,human baited net trap,animal baited net trap,,,"Alten, B., Caglar, S.S., Simsek, F.M. and Kaynas, S. (2003).  <b>Effect of insecticide-treated bednets for malaria control in Southeast Anatolia-Turkey.</b> <i>Journal of Vector Ecology</i>, <b>28</b>(1):97-107"
4018,37.051,39.282,TUR,"Anopheles (Anopheles) sacharovi Favre, 1903",2001,2001,5,5,unknown,,light trap,human baited net trap,animal baited net trap,,,"Alten, B., Caglar, S.S., Simsek, F.M. and Kaynas, S. (2003).  <b>Effect of insecticide-treated bednets for malaria control in Southeast Anatolia-Turkey.</b> <i>Journal of Vector Ecology</i>, <b>28</b>(1):97-107"
4043,37.3166,39.5666,TUR,"Anopheles (Cellia) superpictus Grassi, 1899",2000,2001,6,5,unknown,,light trap,human baited net trap,animal baited net trap,,,"Alten, B., Caglar, S.S., Simsek, F.M. and Kaynas, S. (2003).  <b>Effect of insecticide-treated bednets for malaria control in Southeast Anatolia-Turkey.</b> <i>Journal of Vector Ecology</i>, <b>28</b>(1):97-107"
4044,37.3166,39.5666,TUR,"Anopheles (Anopheles) sacharovi Favre, 1903",2000,2001,6,5,unknown,,light trap,human baited net trap,animal baited net trap,,,"Alten, B., Caglar, S.S., Simsek, F.M. and Kaynas, S. (2003).  <b>Effect of insecticide-treated bednets for malaria control in Southeast Anatolia-Turkey.</b> <i>Journal of Vector Ecology</i>, <b>28</b>(1):97-107"
4399,33.799,71.616,PAK,"Anopheles (Cellia) superpictus Grassi, 1899",1993,1994,1,12,unknown,not applicable,animal baited net trap,,,,,"Rowland, M., Hewitt, S., Durrani, N., Bano, N. and Wirtz, R. (1997).  <b>Transmission and control of vivax malaria in Afghan refugee settlements in Pakistan.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>91</b>(3):252-5"
8444,33.05,50.766,IRN,"Anopheles (Anopheles) sacharovi Favre, 1903",1991,1991,7,7,morphology,polymerase chain reaction method,animal shed resting,,,,,"Sedaghat, M.M., Linton, Y.M., Oshaghi, M.A., Vatandoost, H. and Harbach, R.E. (2003).  <b>The <i>Anopheles maculipennis</i> complex (Diptera: Culicidae) in Iran: molecular characterization and recognition of a new species.</b> <i>Bulletin of Entomological Research</i>, <b>93</b>(6):527-35"
8445,29.615,51.658,IRN,"Anopheles (Anopheles) sacharovi Favre, 1903",1990,1990,8,8,morphology,polymerase chain reaction method,animal shed resting,,,,,"Sedaghat, M.M., Linton, Y.M., Oshaghi, M.A., Vatandoost, H. and Harbach, R.E. (2003).  <b>The <i>Anopheles maculipennis</i> complex (Diptera: Culicidae) in Iran: molecular characterization and recognition of a new species.</b> <i>Bulletin of Entomological Research</i>, <b>93</b>(6):527-35"
8446,37.224,49.291,IRN,"Anopheles (Anopheles) sacharovi Favre, 1903",2001,2001,6,6,morphology,polymerase chain reaction method,animal shed resting,,,,,"Sedaghat, M.M., Linton, Y.M., Oshaghi, M.A., Vatandoost, H. and Harbach, R.E. (2003).  <b>The <i>Anopheles maculipennis</i> complex (Diptera: Culicidae) in Iran: molecular characterization and recognition of a new species.</b> <i>Bulletin of Entomological Research</i>, <b>93</b>(6):527-35"
8447,37.167,48.983,IRN,"Anopheles (Anopheles) sacharovi Favre, 1903",2001,2001,6,6,morphology,polymerase chain reaction method,animal shed resting,,,,,"Sedaghat, M.M., Linton, Y.M., Oshaghi, M.A., Vatandoost, H. and Harbach, R.E. (2003).  <b>The <i>Anopheles maculipennis</i> complex (Diptera: Culicidae) in Iran: molecular characterization and recognition of a new species.</b> <i>Bulletin of Entomological Research</i>, <b>93</b>(6):527-35"
8448,37.275,49.592,IRN,"Anopheles (Anopheles) sacharovi Favre, 1903",2001,2001,6,6,morphology,polymerase chain reaction method,animal shed resting,,,,,"Sedaghat, M.M., Linton, Y.M., Oshaghi, M.A., Vatandoost, H. and Harbach, R.E. (2003).  <b>The <i>Anopheles maculipennis</i> complex (Diptera: Culicidae) in Iran: molecular characterization and recognition of a new species.</b> <i>Bulletin of Entomological Research</i>, <b>93</b>(6):527-35"
8449,37.254,55.166,IRN,"Anopheles (Anopheles) sacharovi Favre, 1903",2001,2001,6,6,morphology,polymerase chain reaction method,animal shed resting,,,,,"Sedaghat, M.M., Linton, Y.M., Oshaghi, M.A., Vatandoost, H. and Harbach, R.E. (2003).  <b>The <i>Anopheles maculipennis</i> complex (Diptera: Culicidae) in Iran: molecular characterization and recognition of a new species.</b> <i>Bulletin of Entomological Research</i>, <b>93</b>(6):527-35"
8450,36.836,54.432,IRN,"Anopheles (Anopheles) sacharovi Favre, 1903",2001,2001,6,6,morphology,polymerase chain reaction method,animal shed resting,,,,,"Sedaghat, M.M., Linton, Y.M., Oshaghi, M.A., Vatandoost, H. and Harbach, R.E. (2003).  <b>The <i>Anopheles maculipennis</i> complex (Diptera: Culicidae) in Iran: molecular characterization and recognition of a new species.</b> <i>Bulletin of Entomological Research</i>, <b>93</b>(6):527-35"
8451,37.017,55.149,IRN,"Anopheles (Anopheles) sacharovi Favre, 1903",2001,2001,6,6,morphology,polymerase chain reaction method,animal shed resting,,,,,"Sedaghat, M.M., Linton, Y.M., Oshaghi, M.A., Vatandoost, H. and Harbach, R.E. (2003).  <b>The <i>Anopheles maculipennis</i> complex (Diptera: Culicidae) in Iran: molecular characterization and recognition of a new species.</b> <i>Bulletin of Entomological Research</i>, <b>93</b>(6):527-35"
8452,30.66,51.593,IRN,"Anopheles (Anopheles) sacharovi Favre, 1903",1993,1993,8,8,morphology,polymerase chain reaction method,animal shed resting,,,,,"Sedaghat, M.M., Linton, Y.M., Oshaghi, M.A., Vatandoost, H. and Harbach, R.E. (2003).  <b>The <i>Anopheles maculipennis</i> complex (Diptera: Culicidae) in Iran: molecular characterization and recognition of a new species.</b> <i>Bulletin of Entomological Research</i>, <b>93</b>(6):527-35"
8453,36.47,52.353,IRN,"Anopheles (Anopheles) sacharovi Favre, 1903",2001,2001,6,6,morphology,polymerase chain reaction method,animal shed resting,,,,,"Sedaghat, M.M., Linton, Y.M., Oshaghi, M.A., Vatandoost, H. and Harbach, R.E. (2003).  <b>The <i>Anopheles maculipennis</i> complex (Diptera: Culicidae) in Iran: molecular characterization and recognition of a new species.</b> <i>Bulletin of Entomological Research</i>, <b>93</b>(6):527-35"
8454,36.47,52.353,IRN,"Anopheles (Anopheles) sacharovi Favre, 1903",2002,2002,9,9,morphology,polymerase chain reaction method,animal shed resting,,,,,"Sedaghat, M.M., Linton, Y.M., Oshaghi, M.A., Vatandoost, H. and Harbach, R.E. (2003).  <b>The <i>Anopheles maculipennis</i> complex (Diptera: Culicidae) in Iran: molecular characterization and recognition of a new species.</b> <i>Bulletin of Entomological Research</i>, <b>93</b>(6):527-35"
8455,36.546,52.675,IRN,"Anopheles (Anopheles) sacharovi Favre, 1903",2002,2002,9,9,morphology,polymerase chain reaction method,animal shed resting,,,,,"Sedaghat, M.M., Linton, Y.M., Oshaghi, M.A., Vatandoost, H. and Harbach, R.E. (2003).  <b>The <i>Anopheles maculipennis</i> complex (Diptera: Culicidae) in Iran: molecular characterization and recognition of a new species.</b> <i>Bulletin of Entomological Research</i>, <b>93</b>(6):527-35"
8456,36.689,53.538,IRN,"Anopheles (Anopheles) sacharovi Favre, 1903",2001,2001,6,6,morphology,polymerase chain reaction method,animal shed resting,,,,,"Sedaghat, M.M., Linton, Y.M., Oshaghi, M.A., Vatandoost, H. and Harbach, R.E. (2003).  <b>The <i>Anopheles maculipennis</i> complex (Diptera: Culicidae) in Iran: molecular characterization and recognition of a new species.</b> <i>Bulletin of Entomological Research</i>, <b>93</b>(6):527-35"
8457,37.196,50.145,IRN,"Anopheles (Anopheles) sacharovi Favre, 1903",2001,2001,6,6,morphology,polymerase chain reaction method,animal shed resting,,,,,"Sedaghat, M.M., Linton, Y.M., Oshaghi, M.A., Vatandoost, H. and Harbach, R.E. (2003).  <b>The <i>Anopheles maculipennis</i> complex (Diptera: Culicidae) in Iran: molecular characterization and recognition of a new species.</b> <i>Bulletin of Entomological Research</i>, <b>93</b>(6):527-35"
8458,36.652,53.294,IRN,"Anopheles (Anopheles) sacharovi Favre, 1903",2001,2001,6,6,morphology,polymerase chain reaction method,animal shed resting,,,,,"Sedaghat, M.M., Linton, Y.M., Oshaghi, M.A., Vatandoost, H. and Harbach, R.E. (2003).  <b>The <i>Anopheles maculipennis</i> complex (Diptera: Culicidae) in Iran: molecular characterization and recognition of a new species.</b> <i>Bulletin of Entomological Research</i>, <b>93</b>(6):527-35"
8459,36.461,52.858,IRN,"Anopheles (Anopheles) sacharovi Favre, 1903",2001,2001,6,6,morphology,polymerase chain reaction method,animal shed resting,,,,,"Sedaghat, M.M., Linton, Y.M., Oshaghi, M.A., Vatandoost, H. and Harbach, R.E. (2003).  <b>The <i>Anopheles maculipennis</i> complex (Diptera: Culicidae) in Iran: molecular characterization and recognition of a new species.</b> <i>Bulletin of Entomological Research</i>, <b>93</b>(6):527-35"
8460,36.461,52.858,IRN,"Anopheles (Anopheles) sacharovi Favre, 1903",2002,2002,9,9,morphology,polymerase chain reaction method,animal shed resting,,,,,"Sedaghat, M.M., Linton, Y.M., Oshaghi, M.A., Vatandoost, H. and Harbach, R.E. (2003).  <b>The <i>Anopheles maculipennis</i> complex (Diptera: Culicidae) in Iran: molecular characterization and recognition of a new species.</b> <i>Bulletin of Entomological Research</i>, <b>93</b>(6):527-35"
8461,36.564,53.053,IRN,"Anopheles (Anopheles) sacharovi Favre, 1903",2001,2001,6,6,morphology,polymerase chain reaction method,animal shed resting,,,,,"Sedaghat, M.M., Linton, Y.M., Oshaghi, M.A., Vatandoost, H. and Harbach, R.E. (2003).  <b>The <i>Anopheles maculipennis</i> complex (Diptera: Culicidae) in Iran: molecular characterization and recognition of a new species.</b> <i>Bulletin of Entomological Research</i>, <b>93</b>(6):527-35"
8462,36.564,53.053,IRN,"Anopheles (Anopheles) sacharovi Favre, 1903",2002,2002,9,9,morphology,polymerase chain reaction method,animal shed resting,,,,,"Sedaghat, M.M., Linton, Y.M., Oshaghi, M.A., Vatandoost, H. and Harbach, R.E. (2003).  <b>The <i>Anopheles maculipennis</i> complex (Diptera: Culicidae) in Iran: molecular characterization and recognition of a new species.</b> <i>Bulletin of Entomological Research</i>, <b>93</b>(6):527-35"
8463,36.82,50.871,IRN,"Anopheles (Anopheles) sacharovi Favre, 1903",2001,2001,6,6,morphology,polymerase chain reaction method,animal shed resting,,,,,"Sedaghat, M.M., Linton, Y.M., Oshaghi, M.A., Vatandoost, H. and Harbach, R.E. (2003).  <b>The <i>Anopheles maculipennis</i> complex (Diptera: Culicidae) in Iran: molecular characterization and recognition of a new species.</b> <i>Bulletin of Entomological Research</i>, <b>93</b>(6):527-35"
8464,35.75,51.8,IRN,"Anopheles (Anopheles) sacharovi Favre, 1903",1985,1985,7,7,morphology,polymerase chain reaction method,animal shed resting,,,,,"Sedaghat, M.M., Linton, Y.M., Oshaghi, M.A., Vatandoost, H. and Harbach, R.E. (2003).  <b>The <i>Anopheles maculipennis</i> complex (Diptera: Culicidae) in Iran: molecular characterization and recognition of a new species.</b> <i>Bulletin of Entomological Research</i>, <b>93</b>(6):527-35"
8465,39.283,44.515,IRN,"Anopheles (Anopheles) sacharovi Favre, 1903",2001,2001,6,6,morphology,polymerase chain reaction method,animal shed resting,,,,,"Sedaghat, M.M., Linton, Y.M., Oshaghi, M.A., Vatandoost, H. and Harbach, R.E. (2003).  <b>The <i>Anopheles maculipennis</i> complex (Diptera: Culicidae) in Iran: molecular characterization and recognition of a new species.</b> <i>Bulletin of Entomological Research</i>, <b>93</b>(6):527-35"
8466,39.35,45.067,IRN,"Anopheles (Anopheles) sacharovi Favre, 1903",2001,2001,6,6,morphology,polymerase chain reaction method,animal shed resting,,,,,"Sedaghat, M.M., Linton, Y.M., Oshaghi, M.A., Vatandoost, H. and Harbach, R.E. (2003).  <b>The <i>Anopheles maculipennis</i> complex (Diptera: Culicidae) in Iran: molecular characterization and recognition of a new species.</b> <i>Bulletin of Entomological Research</i>, <b>93</b>(6):527-35"
8467,36.671,48.484,IRN,"Anopheles (Anopheles) sacharovi Favre, 1903",2001,2001,8,8,morphology,polymerase chain reaction method,animal shed resting,,,,,"Sedaghat, M.M., Linton, Y.M., Oshaghi, M.A., Vatandoost, H. and Harbach, R.E. (2003).  <b>The <i>Anopheles maculipennis</i> complex (Diptera: Culicidae) in Iran: molecular characterization and recognition of a new species.</b> <i>Bulletin of Entomological Research</i>, <b>93</b>(6):527-35"
8469,40.064,44.434,ARM,"Anopheles (Anopheles) sacharovi Favre, 1903",1998,1998,8,8,morphology,,animal shed resting,,,,,"Romi, R., Boccolini, D., Hovanesyan, I., Grigoryan, G., Di Luca, M. and Sabatinell, G. (2002).  <b><i>Anopheles sacharovi</i> (Diptera: Culicidae): a reemerging malaria vector in the Ararat Valley of Armenia.</b> <i>Journal of Medical Entomology</i>, <b>39</b>(3):446-50"
8470,40.064,44.434,ARM,"Anopheles (Anopheles) sacharovi Favre, 1903",1999,1999,7,7,morphology,DNA probe,larval collection,house resting inside,,,,"Romi, R., Boccolini, D., Hovanesyan, I., Grigoryan, G., Di Luca, M. and Sabatinell, G. (2002).  <b><i>Anopheles sacharovi</i> (Diptera: Culicidae): a reemerging malaria vector in the Ararat Valley of Armenia.</b> <i>Journal of Medical Entomology</i>, <b>39</b>(3):446-50"
8471,40.064,44.434,ARM,"Anopheles (Anopheles) sacharovi Favre, 1903",2000,2000,7,7,morphology,DNA probe,animal shed resting,house resting inside,,,,"Romi, R., Boccolini, D., Hovanesyan, I., Grigoryan, G., Di Luca, M. and Sabatinell, G. (2002).  <b><i>Anopheles sacharovi</i> (Diptera: Culicidae): a reemerging malaria vector in the Ararat Valley of Armenia.</b> <i>Journal of Medical Entomology</i>, <b>39</b>(3):446-50"
8472,40.051,44.499,ARM,"Anopheles (Anopheles) sacharovi Favre, 1903",1998,1998,8,8,morphology,,animal shed resting,,,,,"Romi, R., Boccolini, D., Hovanesyan, I., Grigoryan, G., Di Luca, M. and Sabatinell, G. (2002).  <b><i>Anopheles sacharovi</i> (Diptera: Culicidae): a reemerging malaria vector in the Ararat Valley of Armenia.</b> <i>Journal of Medical Entomology</i>, <b>39</b>(3):446-50"
8473,40.051,44.499,ARM,"Anopheles (Anopheles) sacharovi Favre, 1903",2000,2000,7,7,morphology,DNA probe,animal shed resting,house resting inside,,,,"Romi, R., Boccolini, D., Hovanesyan, I., Grigoryan, G., Di Luca, M. and Sabatinell, G. (2002).  <b><i>Anopheles sacharovi</i> (Diptera: Culicidae): a reemerging malaria vector in the Ararat Valley of Armenia.</b> <i>Journal of Medical Entomology</i>, <b>39</b>(3):446-50"
8474,40.0244,44.45,ARM,"Anopheles (Anopheles) sacharovi Favre, 1903",1998,1998,8,8,morphology,,animal shed resting,,,,,"Romi, R., Boccolini, D., Hovanesyan, I., Grigoryan, G., Di Luca, M. and Sabatinell, G. (2002).  <b><i>Anopheles sacharovi</i> (Diptera: Culicidae): a reemerging malaria vector in the Ararat Valley of Armenia.</b> <i>Journal of Medical Entomology</i>, <b>39</b>(3):446-50"
8475,40.0244,44.45,ARM,"Anopheles (Anopheles) sacharovi Favre, 1903",2000,2000,7,7,morphology,DNA probe,animal shed resting,house resting inside,larval collection,,,"Romi, R., Boccolini, D., Hovanesyan, I., Grigoryan, G., Di Luca, M. and Sabatinell, G. (2002).  <b><i>Anopheles sacharovi</i> (Diptera: Culicidae): a reemerging malaria vector in the Ararat Valley of Armenia.</b> <i>Journal of Medical Entomology</i>, <b>39</b>(3):446-50"
8476,40.1131,44.2717,ARM,"Anopheles (Anopheles) sacharovi Favre, 1903",1998,1998,8,8,morphology,,animal shed resting,,,,,"Romi, R., Boccolini, D., Hovanesyan, I., Grigoryan, G., Di Luca, M. and Sabatinell, G. (2002).  <b><i>Anopheles sacharovi</i> (Diptera: Culicidae): a reemerging malaria vector in the Ararat Valley of Armenia.</b> <i>Journal of Medical Entomology</i>, <b>39</b>(3):446-50"
8477,40.1131,44.2717,ARM,"Anopheles (Anopheles) sacharovi Favre, 1903",2000,2000,7,7,morphology,DNA probe,animal shed resting,larval collection,house resting inside,,,"Romi, R., Boccolini, D., Hovanesyan, I., Grigoryan, G., Di Luca, M. and Sabatinell, G. (2002).  <b><i>Anopheles sacharovi</i> (Diptera: Culicidae): a reemerging malaria vector in the Ararat Valley of Armenia.</b> <i>Journal of Medical Entomology</i>, <b>39</b>(3):446-50"
8788,39.6667,48.0333,AZE,"Anopheles (Anopheles) sacharovi Favre, 1903",1998,1998,4,4,unknown,,house resting inside,animal shed resting,resting outdoors,,,"Yaghoobi-Ershadi, M.R., Namazi, J. and Piazak, N. (2001).  <b>Bionomics of <i>Anopheles sacharovi</i> in Ardebil province, northwestern Iran during a larval control program.</b> <i>Acta Tropica</i>, <b>78</b>(3):207-15"
8789,39.6667,48.0333,AZE,"Anopheles (Anopheles) sacharovi Favre, 1903",1998,1998,5,5,unknown,,house resting inside,animal shed resting,resting outdoors,,,"Yaghoobi-Ershadi, M.R., Namazi, J. and Piazak, N. (2001).  <b>Bionomics of <i>Anopheles sacharovi</i> in Ardebil province, northwestern Iran during a larval control program.</b> <i>Acta Tropica</i>, <b>78</b>(3):207-15"
8790,39.6667,48.0333,AZE,"Anopheles (Anopheles) sacharovi Favre, 1903",1998,1998,6,6,unknown,,house resting inside,animal shed resting,resting outdoors,,,"Yaghoobi-Ershadi, M.R., Namazi, J. and Piazak, N. (2001).  <b>Bionomics of <i>Anopheles sacharovi</i> in Ardebil province, northwestern Iran during a larval control program.</b> <i>Acta Tropica</i>, <b>78</b>(3):207-15"
8791,39.6667,48.0333,AZE,"Anopheles (Anopheles) sacharovi Favre, 1903",1998,1998,7,7,unknown,,house resting inside,animal shed resting,resting outdoors,,,"Yaghoobi-Ershadi, M.R., Namazi, J. and Piazak, N. (2001).  <b>Bionomics of <i>Anopheles sacharovi</i> in Ardebil province, northwestern Iran during a larval control program.</b> <i>Acta Tropica</i>, <b>78</b>(3):207-15"
8792,39.6667,48.0333,AZE,"Anopheles (Anopheles) sacharovi Favre, 1903",1998,1998,8,8,unknown,,house resting inside,animal shed resting,resting outdoors,,,"Yaghoobi-Ershadi, M.R., Namazi, J. and Piazak, N. (2001).  <b>Bionomics of <i>Anopheles sacharovi</i> in Ardebil province, northwestern Iran during a larval control program.</b> <i>Acta Tropica</i>, <b>78</b>(3):207-15"
8793,39.6667,48.0333,AZE,"Anopheles (Anopheles) sacharovi Favre, 1903",1998,1998,9,9,unknown,,house resting inside,animal shed resting,resting outdoors,,,"Yaghoobi-Ershadi, M.R., Namazi, J. and Piazak, N. (2001).  <b>Bionomics of <i>Anopheles sacharovi</i> in Ardebil province, northwestern Iran during a larval control program.</b> <i>Acta Tropica</i>, <b>78</b>(3):207-15"
